Sno,Date,Shop name,"productname",Location,"No of units",suppiied by,"Per unit price","Total Price","Amount Billed",Amount collected,"ReturnsUnits","Returns Amt","Sample Amt","Prv bal collected",Balance Amount,,
788,5-Apr,Saran backery,Rose Milk,Harrinton road,5,Manikandan,18,90,90,90,0,0,,,,,
789,5-Apr,Saran backery,Rose Milk,choolaimedu,5,Manikandan,18,90,90,90,0,0,,,,,
790,5-Apr,Mazzi cool bar,Rose Milk,Mahalingapuram,20,Manikandan,17,340,340,340,0,0,,,,,
791,5-Apr,Mazzi Tea Stall,Rose Milk,Mahalingapuram,10,Manikandan,17,170,170,119,3,51,,,,,
792,5-Apr,Sri Krishna tea Stall,Rose Milk,Mahalingapuram,5,Manikandan,18,90,90,90,0,0,,,,,
793,5-Apr,Sri Krishna tea Stall,Rose Milk,nungambakkam,3,Manikandan,18,54,54,54,0,0,,,,,
794,5-Apr,Sri Krishna Snacks,Rose Milk,North usman,3,Manikandan,18,54,54,54,0,0,,,,,
795,5-Apr,Kpr Cool bar,Rose Milk,Kodambakkam,2,Manikandan,18,36,36,36,0,0,,,,,
796,5-Apr,MiMi Backery,Rose Milk,North usman,7,Manikandan,18,126,126,90,2,36,,,,,
797,5-Apr,Sri Andal Cool bar,Rose Milk,Kodambakkam,7,Manikandan,18,126,126,126,0,0,,,,,
798,5-Apr,7 Star cool bar,Rose Milk,Kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
799,5-Apr,R.R.Tea Stall,Rose Milk,Pondy Bazar,20,Manikandan,17,340,340,340,0,0,,,,,
800,5-Apr,Rams,Rose Milk,bazulla road,6,Manikandan,18,108,108,108,0,0,,,,,
801,5-Apr,My Father ,Rose Milk,nungambakkam,5,Manikandan,17,85,85,85,0,0,,,,,
802,5-Apr,kannan Tea Stall,Rose Milk,nungambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
803,5-Apr,Mathura Chat,Rose Milk,nungambakkam,10,Manikandan,18,180,180,126,3,54,,,0,,
804,5-Apr,Thennagam,Rose Milk,nungambakkam,5,Manikandan,18,90,90,54,2,36,,,,,
805,5-Apr,P.Baskar News Mart,Rose Milk,nungambakkam,3,Manikandan,18,54,54,54,0,0,,,,,
806,5-Apr,Anna university,Rose Milk,Anna University,20,Manikandan,18,360,360,360,0,0,,,,,
807,5-Apr,Arun Snacks,Rose Milk,Anna nagar,10,Manoj,17,170,170,170,0,0,,,,,
808,5-Apr,Relax Cool bar,Rose Milk,Anna nagar,8,Manoj,16,128,128,80,3,48,,,,,
809,5-Apr,Sri Raga,Rose Milk,Anna nagar,5,Manoj,17,85,85,85,0,0,,,,,
810,5-Apr,Maharaja ,Rose Milk,ICF,11,Manoj,18,198,198,180,1,18,,,,,
811,5-Apr,Chandran News Mart,Rose Milk,Nadamuni,2,Manoj,18,36,36,36,0,0,,,,,
812,5-Apr,ICF Hospital,Rose Milk,ICF,5,Manoj,18,90,90,90,0,0,,,,,
813,5-Apr,Crown backery,Rose Milk,Ayanavaram,7,Manoj,18,126,126,126,0,0,,,,,
814,5-Apr,Jas backery,Rose Milk,Ayanavaram,10,Manoj,16,160,160,160,0,0,,,,,
815,5-Apr,Gokul News Mart,Rose Milk,Secratraite Colony,8,Manoj,17,136,136,136,0,0,,,,,
816,5-Apr,Skumar,Rose Milk,Secratraite Colony,11,Manoj,17,187,187,170,1,17,,,,,
817,5-Apr,City Shoppee,Rose Milk,Secratraite Colony,5,Manoj,18,90,90,90,0,0,,,,,
818,5-Apr,Sujis Tea Stall,Rose Milk,Secratraite Colony,2,Manoj,18,36,36,0,2,36,,,,,
819,5-Apr,Surendar Tea Stall,Rose Milk,Secratraite Colony,5,Manoj,18,90,90,90,0,0,,,,,
820,5-Apr,Aneesh cool bar,Rose Milk,Secratraite Colony,6,Manoj,17,102,102,102,0,0,,,,,
821,5-Apr,Ramalingavilas,Rose Milk,Choolai,10,Manoj,18,180,180,180,0,0,,,,,
822,5-Apr,Backers Hut,Rose Milk,Purasaiwalkam,5,Manoj,18,90,90,90,0,0,,,,,
823,5-Apr,Sri Krishna tea Stall,Rose Milk,Purasaiwalkam,3,Manoj,18,54,54,54,0,0,,,,,
824,5-Apr,Dandapani,Rose Milk,Kilpauk,5,Manoj,18,90,90,90,0,0,,,,,
825,5-Apr,AnuRag,Rose Milk,Kilpauk,15,Manoj,18,270,270,270,0,0,,,,,
826,5-Apr,National Cool bar,Rose Milk,Kilpauk,5,Manoj,18,90,90,90,0,0,,,,,
827,5-Apr,Famous,Rose Milk,Kilpauk,7,Manoj,18,126,126,126,0,0,,,,,
828,5-Apr,"Oman Cool,bar",Rose Milk,Anna nagar,10,Sreenevasan,18,180,180,180,0,0,,,,,
829,5-Apr,Hotel Faizal,Rose Milk,Anna nagar,5,Sreenevasan,18,90,90,90,0,0,,,,,
830,5-Apr,S k cool bar,Rose Milk,Anna nagar,5,Sreenevasan,18,90,90,90,0,0,,,,,
831,5-Apr,Taj Cool bar,Rose Milk,Padi,10,Sreenevasan,17,170,170,170,0,0,,,,,
832,5-Apr,SG Cafe,Rose Milk,Padi,6,Sreenevasan,17,102,102,85,1,17,,,,,
833,5-Apr,AAchriya Backery,Rose Milk,Padi,10,Sreenevasan,17,170,170,170,0,0,,,,,
834,5-Apr,Arul Tea Stall,Rose Milk,Ambattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
835,5-Apr,Ambika cool bar,Rose Milk,Ambattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
836,5-Apr,Vanitha Hotel,Rose Milk,Ambattur,10,Sreenevasan,18,180,180,180,0,0,,,,,
837,5-Apr,Perumal store,Rose Milk,Ambattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
838,5-Apr,Kirthika Sweet,Rose Milk,Ambattur,5,Sreenevasan,18,90,90,18,4,72,,180,0,,
839,5-Apr,Mulberry,Rose Milk,Korattur,1,Sreenevasan,0,0,0,0,1,0,,,,,
840,5-Apr,Brindha Backery,Rose Milk,Korattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
841,5-Apr,Venkateswara backery,Rose Milk,Korattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
842,5-Apr,Ravi Ice land,Rose Milk,Korattur,3,Sreenevasan,17,51,51,51,0,0,,,,,
843,5-Apr,Annamalaiyar,Rose Milk,Korattur,9,Sreenevasan,18,162,162,162,0,0,,,0,,
844,5-Apr,saravana Store,Rose Milk,Korattur,6,Sreenevasan,18,108,108,90,1,18,,,,,
845,5-Apr,New Star,Rose Milk,Villivakkam,5,Sreenevasan,18,90,90,90,0,0,,,,,
846,5-Apr,V U Snacks,Rose Milk,Arumbakkam,5,Viswanath,18,90,90,90,0,0,,90,0,,
847,5-Apr,Apoorva backery,Rose Milk,Arumbakkam,3,Viswanath,17,50,50,50,0,0,,,,,
848,5-Apr,Chandra Snacks,Rose Milk,Koyembedu,10,Viswanath,18,180,180,180,0,0,,,,,
849,5-Apr,Singara Chennai,Rose Milk,Koyembedu,5,Viswanath,18,90,90,90,0,0,,,,,
850,5-Apr,Hydrabad Briyani,Rose Milk,Koyembedu,6,Viswanath,18,108,108,108,0,0,,,,,
851,5-Apr,Maniratnam,Rose Milk,Koyembedu,5,Viswanath,18,90,90,90,0,0,,,,,
852,5-Apr,Nathan Store,Rose Milk,Koyembedu,5,Viswanath,17,85,85,85,0,0,,,,,
853,5-Apr,Senthoor,Rose Milk,Koyembedu,5,Viswanath,18,90,90,18,4,72,,,,,
854,5-Apr,MM Store,Rose Milk,Mogappair,10,Viswanath,16,160,160,160,0,0,,,,,
855,5-Apr,Ragavendra Backery,Rose Milk,Mogappair,8,Viswanath,17,136,136,136,0,0,,,,,
856,5-Apr,Murugan traders,Rose Milk,Mogappair,6,Viswanath,17,102,102,85,1,17,,,,,
857,5-Apr,Jayam cafe,Rose Milk,Mogappair,15,Viswanath,18,270,270,270,0,0,,,,,
858,5-Apr,Viji Coffee,Rose Milk,Mogappair,5,Viswanath,18,90,90,90,0,0,,,,,
859,5-Apr,Chandrika Backery,Rose Milk,Anna nagar,15,Viswanath,16,240,240,240,0,0,,,,,
860,5-Apr,Chai hub,Rose Milk,Anna nagar,7,Viswanath,18,126,126,126,0,0,,,,,
861,5-Apr,Gokul News Mart,Rose Milk,Anna nagar,5,Viswanath,17,85,85,85,0,0,,,,,
862,5-Apr,H.B.Canteen,Rose Milk,Anna nagar,5,Viswanath,17,85,85,85,0,0,,,,,
863,5-Apr,Kerala Hot chips,Rose Milk,MMDA,3,Silambarasan,18,54,54,54,0,0,,36,,,
864,5-Apr,Dhivya Tea stall,Rose Milk,MMDA,2,Silambarasan,18,36,36,36,0,0,,,,,
865,5-Apr,Suriya cool bar,Rose Milk,MMDA,6,Silambarasan,18,108,108,90,1,18,,,,,
866,5-Apr,Nithil tea stall,Rose Milk,West mambalam,4,Silambarasan,18,72,72,72,0,0,,,,,
867,5-Apr,Baiju Tea Stall,Rose Milk,West mambalam,6,Silambarasan,18,108,108,108,0,0,,,,,
868,5-Apr,Karupatti,Rose Milk,West mambalam,5,Silambarasan,18,90,90,90,0,0,,,,,
869,5-Apr,Golden Snacks,Rose Milk,West mambalam,5,Silambarasan,18,90,90,90,0,0,,,,,
870,5-Apr,Jayapal Cool bar,Rose Milk,West mambalam,3,Silambarasan,18,54,54,54,0,0,,,,,
871,5-Apr,Binhalan Cool bar,Rose Milk,Kasi Theatre,5,Silambarasan,18,90,90,90,0,0,,,,,
872,5-Apr,Vijay Cool bar,Rose Milk,Kasi Theatre,5,Silambarasan,18,90,90,90,0,0,,,,,
873,5-Apr,Vairamani Tea Stall,Rose Milk,Ekkatuthangal,5,Silambarasan,18,90,90,90,0,0,,,,,
874,5-Apr,Kumaran chettinad,Rose Milk,Ekkatuthangal,10,Silambarasan,17,170,170,170,0,0,,,,,
875,5-Apr,Juice Garden,Rose Milk,Ekkatuthangal,5,Silambarasan,18,90,90,90,0,0,,,,,
876,5-Apr,sana tea stall,Rose Milk,Kasi Theatre,6,Silambarasan,18,108,108,90,1,18,,,,,
877,5-Apr,Sri Devi,Rose Milk,kk nagar,6,Silambarasan,18,108,108,108,0,0,,,,,
878,5-Apr,mm cool bar,Rose Milk,kk nagar,1,Silambarasan,18,18,18,0,1,18,,,,,
879,5-Apr,SAkthi News Mart,Rose Milk,kk nagar,5,Silambarasan,18,90,90,90,0,0,,,,,
880,5-Apr,Udhayam Store,Rose Milk,kk nagar,3,Silambarasan,18,54,54,54,0,0,,,,,
881,5-Apr,Venkateswara Hot chips,Rose Milk,alwarthirunagar,3,Silambarasan,18,54,54,36,1,18,,,,,
882,5-Apr,Murugan Tea stall,Rose Milk,alwarthirunagar,6,Silambarasan,18,108,108,90,1,18,,,,,
883,5-Apr,Saradha Store,Rose Milk,alwarthirunagar,4,Silambarasan,18,72,72,72,0,0,,,,,
884,5-Apr,Tea Room,Rose Milk,alwarthirunagar,15,Silambarasan,22,330,330,330,0,0,,,,,
885,5-Apr,Bombay Cool bar,Rose Milk,Teynampet,5,Satish,17,85,85,85,0,0,,,,,
886,5-Apr,"Pachaiammal Cool,bar",Rose Milk,Teynampet,1,Satish,18,18,18,18,0,0,,,,,
887,5-Apr,Kavitha Cool bar,Rose Milk,Stella Maris,3,Satish,18,54,54,54,0,0,,,,,
888,5-Apr,Radha Pan Stall,Rose Milk,Stella Maris,5,Satish,18,90,90,90,0,0,,,,,
889,5-Apr,Black Pokea,Rose Milk,Royapettah,11,Satish,18,198,198,180,1,18,,,,,
890,5-Apr,Natarajan Cool bar,Rose Milk,Royapettah,6,Satish,18,108,108,108,0,0,,108,0,,
891,5-Apr,Brothers Cool bar,Rose Milk,Mylapora,3,Satish,18,54,54,54,0,0,,,,,
892,5-Apr,Garden Cool bar,Rose Milk,Mylapora,3,Satish,18,54,54,54,0,0,,,,,
893,5-Apr,Music Collage,Rose Milk,R.A.Puram,5,Satish,18,90,90,90,0,0,,,,,
894,5-Apr,Pavi Tiffen,Rose Milk,R.A.Puram,3,Satish,18,54,54,54,0,0,,,,,
895,5-Apr,Raja Cool bar,Rose Milk,Teynampet,3,Satish,18,54,54,54,0,0,,54,0,,
896,5-Apr,Vijay Cool bar,Rose Milk,Teynampet,5,Satish,18,90,90,90,0,0,,,,,
897,5-Apr,Kani Store,Rose Milk,Harrinton road,6,Satish,18,108,108,108,0,0,,,,,
898,5-Apr,Jeevitha cool bar,Rose Milk,teynampet,3,Satish,18,54,54,54,0,0,,,,,
899,5-Apr,Amith Cool  bar,Rose Milk,teynampet,3,Satish,18,54,54,0,3,54,,,,,
900,5-Apr,Sakthi cool  bar,Rose Milk,teynampet,0,Satish,0,0,0,0,0,0,,54,,,
901,5-Apr,Greams Palace,Badam Milk,Greams Road,15,M.Karthick,24,360,360,360,0,0,,,,,
902,5-Apr,Bung Shop,Badam Milk,Royapettah,3,M.Karthick,24,72,72,72,0,0,,,,,
903,5-Apr,Bismi Tea Stall,Badam Milk,Royapettah,3,M.Karthick,24,72,72,72,0,0,,,,,
904,5-Apr,Ars Marina ,Badam Milk,Royapettah,10,M.Karthick,23,230,230,230,0,0,,,,,
905,5-Apr,"Sai Cool,bar",Badam Milk,Royapettah,5,M.Karthick,24,120,120,120,0,0,,,,,
906,5-Apr,Mass Chai,Badam Milk,Pudupet,5,M.Karthick,24,120,120,120,0,0,,,,,
907,5-Apr,Pamba Backery,Badam Milk,Egmore,5,M.Karthick,24,120,120,120,0,0,,,,,
908,5-Apr,Ambaiyee Pazhamudir,Badam Milk,Kilpauk,4,M.Karthick,24,96,96,72,1,24,,,,,
909,5-Apr,G.B.News Mart,Badam Milk,choolaimedu,5,Manikandan,24,120,120,120,0,0,,,,,
910,5-Apr,Kpr Cool bar,Badam Milk,Kodambakkam,5,Manikandan,24,120,120,72,2,48,,,,,
911,5-Apr,My Father ,Badam Milk,nungambakkam,5,Manikandan,23,115,115,115,0,0,,,,,
912,5-Apr,Sri Andal Cool bar,Badam Milk,Kodambakkam,8,Manikandan,23,184,184,184,0,0,,,,,
913,5-Apr,Saran backery,Badam Milk,Harrinton road,5,Manikandan,24,120,120,120,0,0,,,,,
914,5-Apr,Saran backery,Badam Milk,choolaimedu,6,Manikandan,24,144,144,144,0,0,,,,,
915,5-Apr,Anna university,Badam Milk,Anna University,10,Manikandan,24,240,240,240,0,0,,,,,
916,5-Apr,MiMi Backery,Badam Milk,North usman,10,Manikandan,24,240,240,240,0,0,,,,,
917,5-Apr,Dinesh Tea stall,Badam Milk,Aminjikarai,3,Manikandan,24,72,72,72,0,0,,,,,
918,5-Apr,Jupiter Tea stall,Badam Milk,Aminjikarai,3,Manikandan,24,72,72,72,0,0,,,,,
919,5-Apr,Hotel meghaa,Badam Milk,Aminjikarai,2,Manikandan,24,48,48,0,2,48,,,,,
920,5-Apr,P.Baskar News Mart,Badam Milk,nungambakkam,3,Manikandan,24,72,72,48,1,24,,,,,
921,5-Apr,kannan Tea Stall,Badam Milk,nungambakkam,5,Manikandan,24,120,120,120,0,0,,,,,
922,5-Apr,Gokul News Mart,Badam Milk,Secratraite Colony,8,Manoj,24,192,192,192,0,0,,,,,
923,5-Apr,Skumar,Badam Milk,Secratraite Colony,5,Manoj,23,115,115,115,0,0,,,,,
924,5-Apr,Indian Coffee,Badam Milk,Purasaiwalkam,5,Manoj,24,120,120,120,0,0,,,,,
925,5-Apr,City Shoppee,Badam Milk,secratraite Colony,5,Manoj,24,120,120,120,0,0,,,,,
926,5-Apr,Suba cool bar,Badam Milk,choolai,4,Manoj,24,96,96,96,0,0,,,,,
927,5-Apr,Sri Krishna tea Stall,Badam Milk,Purasaiwalkam,2,Manoj,22,44,44,44,0,0,,,,,
928,5-Apr,national Cool bar,Badam Milk,Kilpauk,5,Manoj,23,115,115,115,0,0,,,,,
929,5-Apr,"Oman Cool,bar",Badam Milk,Anna nagar,12,Sreenevasan,23,276,276,276,0,0,,,,,
930,5-Apr,Hotel Faizal,Badam Milk,Anna nagar,5,Sreenevasan,23,115,115,115,0,0,,,,,
931,5-Apr,S k cool bar,Badam Milk,Anna nagar,5,Sreenevasan,24,120,120,120,0,0,,,,,
932,5-Apr,Ambika cool bar,Badam Milk,Ambattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
933,5-Apr,Arul Tea Stall,Badam Milk,Ambattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
934,5-Apr,Perumal store,Badam Milk,Ambattur,3,Sreenevasan,23,69,69,69,0,0,,,,,
935,5-Apr,Kumaran Cool bar,Badam Milk,Korattur,5,Sreenevasan,24,120,120,120,0,0,,,,,
936,5-Apr,Brindha Backery,Badam Milk,Korattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
937,5-Apr,Venkateswara backery,Badam Milk,Korattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
938,5-Apr,Ravi Ice land,Badam Milk,Korattur,3,Sreenevasan,22,66,66,66,0,0,,,,,
939,5-Apr,Annamalaiyar,Badam Milk,Korattur,2,Sreenevasan,22,44,44,44,0,0,,,0,,
940,5-Apr,saravana Store,Badam Milk,Korattur,11,Sreenevasan,23,253,253,184,3,69,,,,,
941,5-Apr,Sneha Tea Stall,Badam Milk,Villivakkam,4,Sreenevasan,23,92,92,0,4,92,,,,,
942,5-Apr,New Star,Badam Milk,Villivakkam,5,Sreenevasan,23,115,115,115,0,0,,,,,
943,5-Apr,Good luck,Badam Milk,Korattur,0,Sreenevasan,0,0,0,0,0,0,,69,,,
944,5-Apr,Kirthika Sweet,Badam Milk,Ambattur,10,Sreenevasan,23,230,230,230,0,0,,230,0,,
945,5-Apr,V U Snacks,Badam Milk,Arumbakkam,5,Viswanath,24,120,120,120,0,0,,168,0,,
946,5-Apr,Hydrabad Briyani,Badam Milk,Koyembedu,6,Viswanath,24,144,144,144,0,0,,,,,
947,5-Apr,Maniratnam,Badam Milk,Koyembedu,10,Viswanath,23,230,230,230,0,0,,,,,
948,5-Apr,Preumal cool bar,Badam Milk,Koyembedu,10,Viswanath,24,240,240,240,0,0,,,,,
949,5-Apr,Murugan traders,Badam Milk,Mogappair,4,Viswanath,24,96,96,96,0,0,,,,,
950,5-Apr,Kerala Hot chips,Badam Milk,MMDA,3,Silambarasan,24,72,72,72,0,0,,48,,,
951,5-Apr,Dhivya Tea stall,Badam Milk,MMDA,7,Silambarasan,24,168,168,168,0,0,,,,,
952,5-Apr,Karupatti,Badam Milk,West mambalam,5,Silambarasan,24,120,120,120,0,0,,,,,
953,5-Apr,Golden Snacks,Badam Milk,West mambalam,6,Silambarasan,24,144,144,144,0,0,,,,,
954,5-Apr,Jayapal Cool bar,Badam Milk,West mambalam,2,Silambarasan,24,48,48,48,0,0,,,,,
955,5-Apr,Binhalan Cool bar,Badam Milk,Kasi Theatre,3,Silambarasan,24,72,72,72,0,0,,,,,
956,5-Apr,Vijay Cool bar,Badam Milk,Kasi Theatre,7,Silambarasan,24,168,168,168,0,0,,,,,
957,5-Apr,mm cool bar,Badam Milk,kk nagar,3,Silambarasan,24,72,72,48,1,24,,,,,
958,5-Apr,SAkthi News Mart,Badam Milk,kk nagar,5,Silambarasan,24,120,120,120,0,0,,,,,
959,5-Apr,Venkateswara Hot chips,Badam Milk,alwarthirunagar,5,Silambarasan,23,115,115,115,0,0,,,,,
960,5-Apr,Murugan Tea stall,Badam Milk,alwarthirunagar,5,Silambarasan,23,115,115,115,0,0,,,,,
961,5-Apr,Kamatchi Store,Badam Milk,alwarthirunagar,2,Silambarasan,23,46,46,46,0,0,,,,,
962,5-Apr,Saradha Store,Badam Milk,alwarthirunagar,2,Silambarasan,23,46,46,46,0,0,,,,,
963,5-Apr,Tea Room,Badam Milk,alwarthirunagar,15,Silambarasan,27,405,405,405,0,0,,,,,
964,5-Apr,Bombay Cool bar,Badam Milk,teynampet,5,Satish,22,110,110,110,0,0,,,,,
965,5-Apr,Sakthi cool  bar,Badam Milk,teynampet,4,Satish,23,92,92,92,0,0,,69,0,,
966,5-Apr,"Pachaiammal Cool,bar",Badam Milk,teynampet,1,Satish,23,23,23,23,0,0,,,,,
967,5-Apr,Black Pokea,Badam Milk,Royapettah,5,Satish,23,115,115,115,0,0,,,,,
968,5-Apr,Natarajan Cool bar,Badam Milk,Royapettah,8,Satish,23,184,184,184,0,0,,138,0,,
969,5-Apr,A to Z Cool bar,Badam Milk,Royapettah,1,Satish,23,23,23,0,1,23,,,,,
970,5-Apr,Brothers Cool bar,Badam Milk,Mylapora,3,Satish,23,69,69,69,0,0,,,,,
971,5-Apr,Garden Cool bar,Badam Milk,Mylapora,3,Satish,23,69,69,69,0,0,,,,,
972,5-Apr,Music Collage,Badam Milk,R.A.Puram,5,Satish,23,115,115,115,0,0,,,,,
973,5-Apr,Pavi Tiffen,Badam Milk,R.A.Puram,3,Satish,23,69,69,69,0,0,,,,,
974,5-Apr,Tirumala Cool bar,Badam Milk,teynampet,2,Satish,23,46,46,46,0,0,,,,,
975,5-Apr,Raja Cool bar,Badam Milk,teynampet,1,Satish,23,23,23,23,0,0,,,0,,
976,5-Apr,Vijay Cool bar,Badam Milk,teynampet,5,Satish,23,115,115,115,0,0,,,,,
977,5-Apr,Jeevitha cool bar,Badam Milk,teynampet,3,Satish,23,69,69,69,0,0,,,,,
978,5-Apr,Amith Cool  bar,Badam Milk,teynampet,4,Satish,23,92,92,0,4,92,,,,,
979,6-Apr,Greams Palace,Rose Milk,Greams Road,6,M.Karthick,17,100,100,100,0,0,,,,,
980,6-Apr,Vinu Tea stall,Rose Milk,Thoushand light,3,M.Karthick,17,50,50,50,0,0,,,,,
981,6-Apr,Masque View,Rose Milk,Thoushand light,3,M.Karthick,15,45,45,45,0,0,,,,,
982,6-Apr,Fathima Tea Stall,Rose Milk,Thoushand light,3,M.Karthick,16,48,48,48,0,0,,,,,
983,6-Apr,Bung Shop,Rose Milk,Royapettah,5,M.Karthick,17,85,85,85,0,0,,,,,
984,6-Apr,Milllath,Rose Milk,Royapettah,25,M.Karthick,16,400,400,400,0,0,,,,,
985,6-Apr,Ars Marina ,Rose Milk,Royapettah,10,M.Karthick,18,180,180,180,0,0,,180,0,,
986,6-Apr,"Sai Cool,bar",Rose Milk,Royapettah,3,M.Karthick,18,54,54,54,0,0,,,,,
987,6-Apr,KPS Snacks,Rose Milk,Royapettah,10,M.Karthick,17.5,175,175,175,0,0,,,,,
988,6-Apr,City Cafe,Rose Milk,G.P.Road,10,M.Karthick,17,170,170,170,0,0,,,,,
989,6-Apr,Prahalad Pan shop,Rose Milk,Mount road,5,M.Karthick,18,90,90,90,0,0,,,,,
990,6-Apr,Aroma Backery,Rose Milk,Pudupet,10,M.Karthick,17.5,175,175,175,0,0,,25,,,
991,6-Apr,Mass Chai,Rose Milk,Pudupet,10,M.Karthick,18,180,180,180,0,0,,,,,
992,6-Apr,Sindoor Cool bar,Rose Milk,Egmore,10,M.Karthick,18,180,180,180,0,0,,,,,
993,6-Apr,Baby Hospital,Rose Milk,Egmore,6,M.Karthick,17,100,100,100,0,0,,,,,
994,6-Apr,Shanthi sandwich,Rose Milk,Egmore,10,M.Karthick,18,180,180,180,0,0,,,0,,
995,6-Apr,Renowed,Rose Milk,Egmore,5,M.Karthick,15,75,75,75,0,0,,,,,
996,6-Apr,Geetham Coffee,Rose Milk,Egmore,7,M.Karthick,18,126,126,72,3,54,,,,,
997,6-Apr,Pamba Backery,Rose Milk,Egmore,5,M.Karthick,18,90,90,90,0,0,,,,,
998,6-Apr,Chandrika Backery,Rose Milk,Chetpet,9,M.Karthick,17,150,150,150,0,0,,,,,
999,6-Apr,Hotel meghaa,Rose Milk,Aminjikarai,3,Manikandan,17,50,50,50,0,0,,,,,
1000,6-Apr,Kumaran Tea stall,Rose Milk,Aminjikarai,6,Manikandan,17,100,100,100,0,0,,,,,
1001,6-Apr,Jupiter Tea stall,Rose Milk,Aminjikarai,5,Manikandan,18,90,90,54,2,36,,,,,
1002,6-Apr,Dinesh Tea stall,Rose Milk,Aminjikarai,3,Manikandan,17,51,51,51,0,0,,,,,
1003,6-Apr,Standard Backery,Rose Milk,Aminjikarai,10,Manikandan,17,170,170,170,0,0,,,,,
1004,6-Apr,Saran backery,Rose Milk,Harrinton road,10,Manikandan,18,180,180,180,0,0,,,,,
1005,6-Apr,Saran backery,Rose Milk,choolaimedu,5,Manikandan,18,90,90,90,0,0,,,,,
1006,6-Apr,G.B.News Mart,Rose Milk,choolaimedu,5,Manikandan,17,85,85,85,0,0,,,,,
1007,6-Apr,Kamatchi Store,Rose Milk,choolaimedu,3,Manikandan,17,50,50,50,0,0,,,,,
1008,6-Apr,Mazzi Cool bar,Rose Milk,Mahalingapuram,5,Manikandan,17,85,85,85,0,0,,,,,
1009,6-Apr,Mazzi Tea Stall,Rose Milk,Mahalingapuram,10,Manikandan,17,170,170,170,0,0,,,,,
1010,6-Apr,Sri Krishna tea Stall,Rose Milk,Mahalingapuram,5,Manikandan,18,90,90,90,0,0,,,,,
1011,6-Apr,Sri Krishna tea Stall,Rose Milk,nungambakkam,3,Manikandan,18,54,54,54,0,0,,,,,
1012,6-Apr,sri Krishna snacks,Rose Milk,North usman,5,Manikandan,18,90,90,90,0,0,,,,,
1013,6-Apr,MiMi Backery,Rose Milk,North usman,10,Manikandan,18,180,180,180,0,0,,,,,
1014,6-Apr,Kpr Cool bar,Rose Milk,Kodambakkam,8,Manikandan,18,144,144,126,1,18,,,,,
1015,6-Apr,Mathura Chat,Rose Milk,nungambakkam,10,Manikandan,18,180,180,180,0,0,,126,,,
1016,6-Apr,My Father ,Rose Milk,nungambakkam,10,Manikandan,18,180,180,180,0,0,,,,,
1017,6-Apr,Thennagam,Rose Milk,nungambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
1018,6-Apr,P.Baskar News Mart,Rose Milk,nungambakkam,3,Manikandan,18,54,54,54,0,0,,,,,
1019,6-Apr,Challani Jwellery,Rose Milk,T.Nagar,30,Manikandan,18,540,540,0,0,0,,,540,,
1020,6-Apr,R.R.Tea Stall,Rose Milk,Pondy bazar,26,Manikandan,17,442,442,425,1,17,,,,,
1021,6-Apr,R.Backers,Rose Milk,Pondy bazar,6,Manikandan,17,100,100,100,0,0,,,,,
1022,6-Apr,Rams,Rose Milk,Bazulla Road,6,Manikandan,18,108,108,108,0,0,,,,,
1023,6-Apr,Muthuramman Cool bar,Rose Milk,Kodambakkam,5,Manikandan,18,90,90,54,2,36,,,,,
1024,6-Apr,7 Star Cool bar,Rose Milk,Kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
1025,6-Apr,Sri Andal Cool bar,Rose Milk,Kodambakkam,7,Manikandan,18,126,126,126,0,0,,,,,
1026,6-Apr,Arun Snacks,Rose Milk,Anna nagar,10,Manoj,17,170,170,170,0,0,,,,,
1027,6-Apr,"Relax Cool,bar",Rose Milk,Anna nagar,15,Manoj,16,240,240,240,0,0,,,,,
1028,6-Apr,Sri raga,Rose Milk,Anna nagar,10,Manoj,17,170,170,170,0,0,,,,,
1029,6-Apr,Maharaja ,Rose Milk,ICF,6,Manoj,18,108,108,108,0,0,,,,,
1030,6-Apr,Chandran News Mart,Rose Milk,Nadamuni,4,Manoj,18,72,72,54,1,18,,,,,
1031,6-Apr,Seena Cool bar,Rose Milk,Nadamuni,5,Manoj,18,90,90,0,5,90,,,,,
1032,6-Apr,Crown Backery,Rose Milk,Ayanavaram,10,Manoj,18,180,180,180,0,0,,,,,
1033,6-Apr,Jas Backery,Rose Milk,Ayanavaram,5,Manoj,16,80,80,80,0,0,,,,,
1034,6-Apr,Skumar,Rose Milk,secratraite Colony,30,Manoj,17,510,510,510,0,0,,,,,
1035,6-Apr,Sujis Tea Stall,Rose Milk,secratraite Colony,5,Manoj,18,90,90,90,0,0,,,,,
